	peaksig_y	peaksig_x	closet_genes	zrfus_genes
chr8-111258189-111259825	0.397140097043848	0.409513467311276	Glg1	NO
chr8-111726132-111726851	0.122089369431627	0.0750074138599486	Bcar1	NO
chr8-111731708-111732480	0.424982267528513	0.300753672719741	Bcar1	NO
chr8-111853235-111854621	0.426435131394122	0.442605171683697	Cfdp1	NO
chr8-112138507-112139296	0.213831098585708	0.0806358607841119	Terf2ip	NO
chr8-116992138-116994328	0.492085734033066	0.453254633279619	Gcsh	NO
chr8-117422068-117423588	0.243440331231048	0.124366430743759	Cmip	NO
chr8-117437111-117437963	0.0318138762601064	0.0768851920167559	Cmip	NO
chr8-118379400-118380435	0.443191553398341	0.0944751386342875	Cdh13	NO
chr8-119446047-119448052	0.414833206445668	0.303904853514753	Necab2	NO
chr8-119604317-119605719	0.273713799318731	0.260787045695524	Taf1c	NO
chr8-119839709-119841078	0.393559549469262	0.509587909301235	Cotl1	NO
chr8-120113025-120114975	0.489750175854084	0.585564667587616	6430548M08Rik	NO
chr8-120264674-120265912	0.457786146842272	0.311114528609222	Gse1	NO
chr8-120270280-120270870	0.272805458048251	0.113208912211596	Gse1	NO
chr8-120416354-120417367	0.472055835195041	0.259314603270054	Gse1	NO
chr8-120563902-120564674	0.274183314086797	0.185263525859454	Gm20388	NO
chr8-120588522-120589723	0.578966482008311	0.549158365360687	Gins2	NO
chr8-121241406-121242914	0.481770549516746	0.10037832767883	Gm20388	NO
chr8-121294716-121295120	0.0729515895340941	0.0770906269864709	Gm26815	NO
chr8-121577824-121579521	0.48327802029181	0.44164594239234	Fbxo31	NO
chr8-121897506-121899118	0.468369446368873	0.288874600083179	Gm20388	NO
chr8-122224069-122225029	0.20298612859993	0.0509481625263829	Gm20388	NO
chr8-122280823-122282800	0.620994582902977	0.51290630587422	Zfpm1	NO
chr8-122610655-122612124	0.500713617562605	0.512888370131	Galns	NO
chr8-123040941-123042955	0.540038948928684	0.57401228899646	Gm20388	NO
chr8-123317959-123318983	0.412261781027794	0.324046966314758	Fanca	NO
chr8-124433453-124435084	0.485718473073325	0.45766551741193	Pgbd5	NO
chr8-124634448-124634851	0.0818407074698708	0.0666089538658505	2310022B05Rik	NO
chr8-125066520-125068438	0.133293093839685	0.167691939620045	Disc1	NO
chr8-125595520-125596405	0.0830614662918628	0.0984848977078371	Map10	NO
chr8-126006017-126006679	0.0905367005889822	0.0467364950055495	Kcnk1	NO
chr8-126566079-126567128	0.51912483497844	0.118848882976767	Irf2bp2	NO
chr8-126593005-126594966	0.583538496540813	0.549361793067717	Irf2bp2	NO
chr8-126665458-126667365	0.680144749091525	0.436140406891247	Irf2bp2	NO
chr8-126825640-126827250	0.291251697730984	0.261028961130223	Tomm20	NO
chr9-7763233-7764868	0.539925576823556	0.351668716408272	Tmem123	NO
chr9-7872087-7873289	0.185173721215679	0.0727497964125027	Birc3	NO
chr9-14089521-14090450	0.143944036923423	0.0463853730882076	Sesn3	NO
chr9-15976764-15977834	0.170380604246865	0.0871318276363728	Fat3	NO
chr9-20642007-20643492	0.288309369833906	0.436681905184465	Fbxl12	NO
chr9-20651246-20652816	0.518373253881515	0.558864825151067	Pin1	NO
chr9-20975350-20977040	0.319404886766978	0.24511018478352	S1pr2	NO
chr9-21015023-21016077	0.12938735118195	0.0633247880726297	Icam1	NO
chr9-21090860-21092394	0.493809725712106	0.504377901940178	Raver1	NO
chr9-21149011-21150313	0.401425895718559	0.401464435603819	Cdc37	NO
chr9-21264333-21265945	0.429371877010563	0.453634247379684	Atg4d	NO
chr9-21287389-21288340	0.392718829017733	0.441261554493862	Kri1	NO
chr9-21290582-21291753	0.65804481433595	0.448546292809907	Cdkn2d	NO
chr9-21496676-21497481	0.0583628356845217	0.0667615462687792	Dnm2	NO
chr9-21509168-21510855	0.515470494281269	0.456247047690758	Tmed1	NO
chr9-21545452-21547840	0.565592901524008	0.630898053844487	Carm1	NO
chr9-21797682-21798927	0.486627825750828	0.201588655436299	Kank2	NO
chr9-21936306-21938125	0.41944008107059	0.482499534926084	Lppr2	NO
chr9-24973375-24975087	0.475607918295277	0.103489991827611	Gm10181	NO
chr9-28439392-28440552	0.413283986970243	0.133224873870819	Opcml	NO
chr9-29727560-29728492	0.114368792605222	0.0756803504966625	Ntm	NO
chr9-32408758-32409986	0.140078145214212	0.0976051863361797	Kcnj1	NO
chr9-32695370-32696933	0.446831990015485	0.304160896226378	Ets1	NO
chr9-33901000-33902036	0.0760347057014242	0.106527610310443	Gm27164	NO
chr9-35326839-35327290	0.363516993215	0.0460926222304966	Rpusd4	NO
chr9-35335581-35336685	0.671604028611398	0.135963257264821	Rpusd4	NO
chr9-37053597-37054963	0.222776933792474	0.149083952206476	Pknox2	NO
chr9-37121578-37122652	0.166355825791552	0.0759264517777496	Pknox2	NO
chr9-37207285-37208775	0.490981962497324	0.487130351794239	Tmem218	NO
chr9-40320956-40321777	0.0680041625796363	0.0659696073170363	Gramd1b	NO
chr9-40799678-40801880	0.555534492161728	0.64616119740267	Hspa8	NO
chr9-41334544-41335234	0.097923265984436	0.0877882094157761	2610203C20Rik	NO
chr9-41579223-41581307	0.450961519221547	0.471570335787458	2610203C20Rik	NO
chr9-41876648-41877790	0.236551355743613	0.103451063062403	Sorl1	NO
chr9-41917950-41919789	0.846314063310335	0.129409072189933	Sorl1	NO
chr9-43238538-43240764	0.460070363949774	0.167041165833256	Oaf	YES
chr9-43660244-43661498	0.0690418815805043	0.110873110395831	Pvrl1	NO
chr9-43878994-43880604	0.135857363076756	0.262404634387362	Gm3898	NO
chr9-43919562-43920688	0.543511340568782	0.240265487978557	Gm3898	NO
chr9-43969879-43970833	0.150944251301922	0.153671486927012	Thy1	NO
chr9-44066411-44067759	0.489920205582561	0.446929080879726	Rnf26	NO
chr9-44071963-44072229	0.316667174276003	0.0407102719232228	Usp2	NO
chr9-44072519-44072947	0.29132825836237	0.0583616705256583	Rnf26	NO
chr9-44078809-44079332	0.268180371600288	0.0850500962337961	Rnf26	NO
chr9-44113033-44113928	0.425053257512119	0.456950012159684	Rnf26	NO
chr9-44417279-44418570	0.377741039176003	0.330291839927081	Ccdc84	NO
chr9-44454019-44454792	0.219178710469835	0.221149923259408	Upk2	NO
chr9-44482381-44483225	0.425566273707909	0.375912593010711	C030014I23Rik	NO
chr9-44498083-44499299	0.683320363706768	0.242275130329278	Bcl9l	NO
chr9-44499456-44500252	0.279699376631661	0.185427342644798	Bcl9l	NO
chr9-45954369-45955799	0.365588604987744	0.396525508128756	Sidt2	NO
chr9-46111815-46112845	0.333206433587032	0.0538717055832608	Sik3	NO
chr9-46119183-46120453	0.197296152214843	0.170577736708251	Sik3	NO
chr9-50616539-50618101	0.357260867860678	0.36393019283782	Pih1d2	NO
chr9-51101483-51102292	0.142373333789681	0.113643483276533	4833427G06Rik	NO
chr9-53383845-53385450	0.389621453942887	0.27655525015752	Kdelc2	NO
chr9-54500911-54502457	0.438916907933912	0.497459269679351	Dmxl2	NO
chr9-54862584-54864576	0.441528370255728	0.509024963954714	Ireb2	NO
chr9-56041197-56042654	0.48810026959207	0.449674547035418	Rcn2	NO
chr9-56829967-56830840	0.0921852297484673	0.153965429928791	Odf3l1	NO
chr9-57075651-57077511	0.561837994735075	0.632708340415718	Sin3a	NO
chr9-57588830-57590275	0.357392191940374	0.288658287069275	Ulk3	NO
chr9-57830773-57831947	0.426388507038162	0.197477823415247	Arid3b	YES
chr9-57836011-57837694	0.44875054629871	0.502894882834672	Arid3b	YES
chr9-58225998-58226610	0.0732811662327959	0.061656402070515	Pml	NO
chr9-58299312-58299776	0.0754137353773022	0.0432428880115261	Loxl1	NO
chr9-58311796-58313407	0.391893381506154	0.209441555459924	Loxl1	NO
chr9-58457343-58458033	0.658005253369568	0.175568705554259	4930461G14Rik	NO
chr9-59485289-59487345	0.502484731184038	0.529157021161134	Arih1	NO
chr9-59723007-59724758	0.34444204048907	0.216962562847876	Gramd2	NO
chr9-60024504-60025378	0.0778873017117871	0.0540544518618648	Thsd4	NO
chr9-60363841-60364558	0.0527984540194572	0.0499159097459484	Thsd4	NO
chr9-60407330-60407744	0.284551872488199	0.036802802148234	Thsd4	NO
chr9-60479522-60480714	0.547423295427678	0.07465215260753	Thsd4	NO
chr9-60687214-60688700	0.304897200389769	0.401744266033471	Lrrc49	NO
chr9-61370325-61371622	0.545242309926333	0.574347483767333	Gm10655	NO
chr9-61372118-61372663	0.450127452620771	0.443214975175769	Tle3	NO
chr9-61945998-61948345	0.58170907510767	0.435576181750542	Kif23	NO
chr9-62526339-62526831	0.492226049980114	0.0936856857800812	Coro2b	NO
chr9-62531537-62532315	0.469093661264947	0.204563312758747	Coro2b	NO
chr9-63398327-63399867	0.392829337692278	0.339249555585037	2300009A05Rik	NO
chr9-63666526-63667460	0.221811150963925	0.0726662421616148	Smad3	NO
chr9-63706225-63706697	0.0711862356659573	0.0562227781977186	Smad3	NO
chr9-63716132-63716956	0.0701495201948652	0.0920041901449552	Smad3	NO
chr9-63756566-63758737	0.704425062015399	0.266424806703162	Smad3	NO
chr9-63803064-63803715	0.335609719444479	0.0479976651747617	Smad3	NO
chr9-63855716-63856927	0.160945208211048	0.22619186522034	Smad6	NO
chr9-63896218-63896653	0.0984625241583512	0.0460210559192751	Smad6	NO
chr9-63927330-63928031	0.228272655884214	0.0681281747734516	Smad6	NO
chr9-63960274-63960714	0.376418143844168	0.0868750661204733	Smad6	NO
chr9-63968492-63969005	0.316796891839444	0.0987692354668232	Smad6	NO
chr9-63980095-63980745	0.291894756611099	0.0825756681711014	Smad6	NO
chr9-64021721-64023338	0.865663640660875	0.276612592794833	Smad6	NO
chr9-64060003-64060533	0.133153404797543	0.0616408980336457	1110036E04Rik	NO
chr9-65100818-65103189	0.511239413751052	0.347140598186585	Igdcc4	NO
chr9-65108812-65110295	0.469130958341588	0.209955060839049	Igdcc4	NO
chr9-65579630-65581305	0.587575060937007	0.4267051990592	Plekho2	NO
chr9-66620542-66621017	0.0388459877647299	0.0373363792168772	Usp3	NO
chr9-66794653-66796410	0.52141806873603	0.408373662113695	Aph1b	NO
chr9-67043187-67044230	0.48554385474627	0.441067225130807	Tpm1	NO
chr9-67565673-67566437	0.119804415546621	0.0374378159770233	Tln2	NO
chr9-70174185-70175627	0.110759177024608	0.104427223751945	Gm26849	NO
chr9-72639101-72641095	0.598732341423954	0.291725239054511	Rfx7	NO
chr9-72828563-72829219	0.068082856887337	0.0420438049175611	Prtg	NO
chr9-78480752-78482659	0.538826303743073	0.581477916666865	Eef1a1	NO
chr9-83144790-83147103	0.529673959588571	0.363840800697776	Hmgn3	NO
chr9-86188896-86189276	0.0716919081983876	0.016469215257915	Ube2cbp	NO
chr9-95813545-95814827	0.811918338170317	0.0564255265781636	Pls1	NO
chr9-96195500-96197211	0.439023794949514	0.399642573452785	Tfdp2	NO
chr9-96363382-96364847	0.613331735641143	0.415722182288096	Atp1b3	NO
chr9-100544858-100546919	0.500404633870531	0.510232210228027	Nck1	NO
chr9-100642302-100644729	0.656324930681274	0.55692673353708	Stag1	NO
chr9-106202471-106203794	0.418771588694655	0.366492683390984	Twf2	NO
chr9-106367283-106369410	0.529677578743696	0.551654674239808	Dusp7	NO
chr9-106428767-106430105	0.430491579368301	0.451483684207766	Rpl29	NO
chr9-106437606-106439024	0.583646213961781	0.346953939722885	Acy1	NO
chr9-106447121-106447842	0.397641728435259	0.205924972204524	Abhd14a	NO
chr9-106476414-106477584	0.494632478995981	0.536767974425134	Rrp9	NO
chr9-106885796-106887519	0.479870312132756	0.544085934385992	Rbm15b	NO
chr9-107289109-107289977	0.243691579809384	0.0740982099485076	Mapkapk3	YES
chr9-107553681-107555369	0.511196496640321	0.521368164900133	Rassf1	NO
chr9-107576681-107577064	0.403990622010174	0.112285031397713	Hyal1	NO
chr9-107587288-107588170	0.471561896672407	0.468979747990544	Ifrd2	NO
chr9-107626299-107627356	0.49820288394831	0.29565062119402	Gnai2	NO
chr9-107635006-107635655	0.488152544002345	0.383167344814708	Gnai2	NO
chr9-107697804-107698833	0.685429302255961	0.155854127717739	Sema3f	NO
chr9-107735405-107736271	0.275753824005355	0.172897994271674	Rbm5	NO
chr9-107871814-107873261	0.42235319167404	0.462828740560812	Rbm6	NO
chr9-107906500-107907014	0.104896525497618	0.113802416787094	Mst1r	NO
chr9-108052716-108053278	0.299124439159042	0.258433814522187	Gmppb	NO
chr9-108093611-108095864	0.448138294658605	0.357094565645152	Apeh	NO
chr9-108200943-108201584	0.313491958618076	0.279693331620288	Dag1	NO
chr9-108262774-108264686	0.535882812817706	0.527268284954466	Dag1	NO
chr9-108501159-108502001	0.0852699074058172	0.092198864026469	Usp19	NO
chr9-108559952-108560938	0.453968749022863	0.405130119699481	Impdh2	NO
chr9-108782826-108784485	0.449078798020928	0.489103167114689	Ip6k2	NO
chr9-108831963-108833112	0.396066928447053	0.269588302675657	Celsr3	NO
chr9-108853430-108854916	0.515362478604332	0.424180534912694	Slc26a6	NO
chr9-108991277-108992466	0.435973209635832	0.462673889260158	Pfkfb4	NO
chr9-109104814-109105441	0.276222609673721	0.0557429571781068	Plxnb1	NO
chr9-110709367-110710339	0.169995985784974	0.168878505509503	Ccdc12	NO
chr9-110725639-110726158	0.11311904807631	0.100398611838913	Pth1r	YES
chr9-113930151-113931964	0.509147464999197	0.517902644340512	Ubp1	NO
chr9-114389407-114390894	0.34277931205021	0.195404187794352	Crtap	NO
chr9-114639115-114640796	0.438446670220471	0.452260164071813	Cnot10	NO
chr9-114932733-114934765	0.436076959402453	0.318395130488593	Gpd1l	NO
chr9-115309007-115311122	0.547497929326887	0.595980262806567	Stt3b	NO
chr9-116808930-116809610	0.092729856755424	0.0669754467006979	Rbms3	NO
chr9-118039768-118041372	0.468933961104044	0.528772738459144	Azi2	NO
chr9-118762776-118763907	0.062730813685037	0.0794673341569864	Itga9	NO
chr9-118919472-118920354	0.122937553219018	0.13274344485579	Gm16295	NO
chr9-119339562-119341904	0.531288313943234	0.477226184120288	Acaa1a	NO
chr9-120001690-120002625	0.376046805978638	0.116426702615529	Cx3cr1	NO
chr9-120126906-120128302	0.448838741135776	0.464725213704552	Rpsa	NO
chr9-120618948-120620945	0.410044892437596	0.220146106763693	5830454E08Rik	NO
chr9-120866371-120867071	0.36835032993897	0.146381881875165	1700020M21Rik	NO
chr9-121666984-121668070	0.0689697378113053	0.242966785813301	Vipr1	YES
chr9-122247325-122248526	0.140663216443232	0.171003122616087	Ano10	NO
chr10-3972731-3974136	0.497323081201484	0.241980063678604	Mthfd1l	NO
chr10-4105501-4106867	0.482881378869258	0.116823921156031	Mthfd1l	NO
chr10-4386171-4388524	0.591408878258907	0.607159820134263	Zbtb2	NO
chr10-7725107-7726711	0.379819548811201	0.382462125552949	Katna1	NO
chr10-8885251-8886753	0.645204670259591	0.182088179586464	Sash1	NO
chr10-8928801-8929940	0.192677465799863	0.161889228302527	Gm26674	NO
chr10-11148435-11150554	0.46186299195846	0.500836505884513	Shprh	NO
chr10-13116785-13117729	0.631312175424596	0.079182250726876	Plagl1	NO
chr10-13916543-13917320	0.367786371078428	0.0553224864401371	Aig1	NO
chr10-14017608-14018370	0.0557750739671923	0.0776979216173719	Hivep2	NO
chr10-19591217-19592562	0.442064754573039	0.306786052721146	Ifngr1	NO
chr10-26771928-26773429	0.572335411381421	0.195951793603843	Arhgap18	NO
chr10-36729123-36730125	0.0882962311079728	0.0881697344168901	Hs3st5	NO
chr10-40300317-40301774	0.436776241667767	0.311625082779696	Amd1	NO
chr10-40348285-40350374	0.483830156754498	0.555708574513799	Cdk19	NO
chr10-41809075-41810871	0.573304765716065	0.444485438381856	Cep57l1	NO
chr10-42173689-42174560	0.0734248673098273	0.0881251987882692	Foxo3	NO
chr10-42859789-42860960	0.222256766470005	0.271480067464166	Scml4	NO
chr10-43972793-43973693	0.148109051725756	0.0441768420160068	Aim1	NO
chr10-52381071-52382930	0.45028071218961	0.516587519994032	Gopc	NO
chr10-52742494-52743200	0.597682001799314	0.153691850540767	Slc35f1	NO
chr10-58322654-58323998	0.679696634586243	0.449367851002469	Lims1	NO
chr10-59628356-59629631	0.314910666925053	0.0557631590962404	Mcu	NO
chr10-59701758-59703279	0.530218416435987	0.41151558865205	Micu1	NO
chr10-59950347-59952884	0.599837971314128	0.561112816606079	Ddit4	NO
chr10-59978629-59979617	0.151826353218393	0.12246803051495	Anapc16	NO
chr10-60566313-60566889	0.0409801562043315	0.0744538387902061	Cdh23	NO
chr10-60691005-60692449	0.661182164340849	0.150556114961529	Cdh23	NO
chr10-60830907-60831825	0.446631317620927	0.35920828294906	Unc5b	NO
chr10-61330735-61331465	0.0372744690766855	0.162183821205461	Pald1	NO
chr10-62339185-62341154	0.484130342480597	0.448936848062761	Hk1	NO
chr10-62650382-62652311	0.538383530725473	0.579426486449113	Ddx50	NO
chr10-67565843-67566523	0.274509283129182	0.0490848350117116	Gm10797	NO
chr10-67911510-67912955	0.395982607995067	0.209111404469852	Zfp365	NO
chr10-68897378-68897866	0.166882296145944	0.0427734849696831	Tmem26	NO
chr10-69185431-69186795	0.171891538344061	0.157322677975842	Rhobtb1	NO
chr10-69351822-69353334	0.561381671179015	0.332956163619252	Cdk1	NO
chr10-74952536-74953394	0.0219297945275549	0.058215025122776	Rsph14	NO
chr10-75120976-75121367	0.124036598867961	0.0679055998326576	Bcr	NO
chr10-75516350-75518416	0.53738866533189	0.543441175407547	Gucd1	NO
chr10-75892719-75893943	0.416055600517019	0.524855936830638	Derl3	NO
chr10-76961164-76962552	0.520446343403923	0.565111548571259	Pcbp3	NO
chr10-77116120-77117345	0.245765704116164	0.0652103434325849	Col18a1	YES
chr10-77129765-77131373	0.304524506209425	0.238950676364558	Col18a1	YES
chr10-77206359-77207034	0.0410236906865338	0.0510597535760759	Col18a1	YES
chr10-77484138-77484877	0.0718216340177744	0.0602340147553811	Fam207a	NO
chr10-77509370-77510172	0.156105644367087	0.151843473586554	2810425M01Rik	NO
chr10-78168968-78170651	0.405346336165616	0.4517698736708	D10Jhu81e	NO
chr10-78297628-78298385	0.0515416474449425	0.0576897810361202	Agpat3	NO
chr10-79926497-79927787	0.341719854858068	0.416508251440899	Arid3a	NO
chr10-79983652-79985986	0.512106611573185	0.578541258900866	Tmem259	NO
chr10-80052941-80054853	0.543105357802253	0.520168184763699	Gpx4	NO
chr10-80070903-80071446	0.0987161563860527	0.0616079427032971	Sbno2	NO
chr10-80141235-80141758	0.336279255125543	0.377380480507649	Atp5d	NO
chr10-80141981-80142502	0.408180983744661	0.419743327463818	Atp5d	NO
chr10-80150249-80150991	0.530037975004628	0.343667178226793	Midn	NO
chr10-80159165-80160289	0.421367202208781	0.545970055864959	Midn	NO
chr10-80167267-80168547	0.525214824919016	0.554947752534528	Cirbp	NO
chr10-80225804-80227225	0.589908529819516	0.514975378611628	Mum1	NO
chr10-80260413-80261946	0.660453430765824	0.370334992307939	Dazap1	NO
chr10-80329159-80330462	0.589989125974647	0.444006973243903	Reep6	NO
chr10-80348359-80349207	0.228758227616347	0.107387263982914	Adamtsl5	NO
chr10-80398532-80400109	0.564860163440293	0.622954553884884	Mbd3	NO
chr10-80589511-80590930	0.470601489083123	0.453970040210583	Abhd17a	NO
chr10-80621230-80623690	0.55801079038068	0.639888024057409	Csnk1g2	NO
chr10-80655733-80657251	0.464751880219039	0.543623759282252	Btbd2	NO
chr10-80664513-80665252	0.184743450793055	0.107827835212701	Mknk2	YES
chr10-80675539-80677231	0.552052826895214	0.58109750231473	Mknk2	YES
chr10-80678103-80678456	0.386649455373237	0.159662456249515	Gm26541	NO
chr10-80741409-80742937	0.513541278653017	0.535413596691797	Ap3d1	NO
chr10-80751278-80752385	0.315966361886856	0.140344946691171	Dot1l	NO
chr10-80825839-80827339	0.531067212354646	0.584583645616039	Oaz1	NO
chr10-80899880-80901230	0.484891831202491	0.527645768534379	Timm13	NO
chr10-81014111-81015262	0.459703668162394	0.453677800106061	Gng7	NO
chr10-81059155-81060564	0.48769479329582	0.483453694167947	Sgta	NO
chr10-81135889-81138504	0.607107284568379	0.620997624714802	Zbtb7a	NO
chr10-81292428-81293647	0.521540713348818	0.538493931619711	Pip5k1c	NO
chr10-81319410-81321488	0.564403652302557	0.606960109171649	Cactin	NO
chr10-81349733-81351070	0.484168739986549	0.51003363794429	Hmg20b	NO
chr10-81377805-81379360	0.570874442818214	0.590081294172806	Fzr1	NO
chr10-81424700-81424903	0.255068481391132	0.0646623648816355	Nfic	NO
chr10-81544190-81546109	0.527140424847953	0.586332051520494	Gna11	NO
chr10-82762719-82764692	0.491812218392994	0.53562897934168	Nfyb	NO
chr10-82858531-82861120	0.42807097403411	0.389984521315627	Txnrd1	NO
chr10-84401218-84402438	0.142377692943713	0.161242969052733	Nuak1	NO
chr10-84888901-84890129	0.263261507625548	0.130513887265916	Rfx4	NO
chr10-86166740-86167402	0.0906258822337323	0.0342975146063382	Syn3	NO
chr10-86497696-86499356	0.405588401811915	0.39976825590218	Syn3	NO
chr10-86704537-86706742	0.52717098068447	0.56722415844871	Hsp90b1	NO
chr10-88503076-88504525	0.503827338055174	0.358452514055601	Chpt1	NO
chr10-89111021-89112098	0.066148700750426	0.0552061915903644	Ano4	NO
chr10-91081880-91083830	0.56247934643265	0.529340094014647	Ikbip	NO
chr10-91236824-91237208	0.239124010448407	0.0436184025796793	Tmpo	NO
chr10-92073666-92074229	0.140860240049732	0.0549451915047288	Rmst	NO
chr10-92721554-92722951	0.38511390217795	0.27810365330112	Nedd1	NO
chr10-94544849-94546189	0.288055256760894	0.134464474920448	Tmcc3	NO
chr10-95513938-95515975	0.536556772525803	0.564005188490176	Ube2n	NO
chr10-96459845-96461558	0.370051570618516	0.0898847197142845	Btg1	NO
chr10-116017428-116019761	0.305325943692789	0.373145317013917	Ptprr	NO
chr10-120421881-120422667	0.451821099247049	0.217731689194804	Hmga2	NO
chr10-120428338-120429205	0.440932703949758	0.111474037457821	Hmga2	NO
chr10-120604446-120604899	0.12143420676114	0.050341396663703	Hmga2	NO
chr10-120914983-120915616	0.232257365603427	0.0456673965776071	Lemd3	NO
chr10-120961644-120962065	0.0415800146364631	0.0395340912111248	Lemd3	NO
chr10-120977669-120979994	0.424513072340347	0.448885438007837	Lemd3	NO
chr10-121296998-121297940	0.124936686798655	0.132785257019988	Tbc1d30	NO
chr10-121475455-121477013	0.625867261512371	0.301121669736821	Rassf3	NO
chr10-121836354-121838010	0.586389897359159	0.189438473899992	Srgap1	NO
chr10-126961713-126963229	0.342122181862495	0.236627054094065	Ctdsp2	NO
chr10-126971769-126972564	0.303007829881186	0.111451689186513	Ctdsp2	NO
chr10-126978020-126980793	0.710711175581881	0.479848645700388	Ctdsp2	NO
chr10-127062963-127064158	0.515803067968503	0.580983403557712	Cdk4	NO
chr10-127120333-127121478	0.394369042752606	0.504261944416987	Os9	NO
chr10-127288310-127289598	0.505187008677834	0.447310363630796	Mbd6	NO
chr10-127379946-127381485	0.588785323588184	0.471268261006613	R3hdm2	NO
chr10-127563590-127564065	0.0636239813992852	0.0606665798982039	Lrp1	NO
chr10-127596261-127596691	0.123037917576449	0.0521656620626869	Lrp1	NO
chr10-127619750-127622326	0.48491398541336	0.477314963411803	Lrp1	NO
chr10-127666319-127667155	0.285120891786277	0.181855349289502	Nab2	NO
chr10-127667617-127668479	0.213451047555198	0.139061897889958	Nab2	NO
chr10-127676344-127678242	0.506152400932853	0.516331516516375	Tmem194	NO
chr10-128302359-128304437	0.474375736493724	0.505164255048739	Pan2	NO
chr10-128321631-128323320	0.489431365330376	0.366041883014631	Cnpy2	NO
chr10-128408753-128410102	0.478217720336868	0.452392328129947	Nabp2	NO
chr10-128524389-128526397	0.433563656847177	0.414544021459258	Esyt1	NO
chr10-128535933-128536937	0.247434470680348	0.190087447119521	Zc3h10	NO
chr10-128548457-128549819	0.39603055922062	0.49070814836473	Rpl41	NO
chr10-128565114-128566736	0.554395639688842	0.507687266338419	Pa2g4	NO
chr10-128821000-128822402	0.457552428735618	0.50161049343988	Sarnp	NO
chr10-128922298-128923976	0.518483840220103	0.420836765902606	Bloc1s1	NO
chr11-3292037-3292346	0.308505878026985	0.110176724765338	Patz1	NO
chr11-3302209-3303042	0.0646498255898705	0.0691072442492555	Patz1	NO
chr11-3373642-3374601	0.500716962034117	0.104399473208759	Limk2	NO
chr11-4220318-4220770	0.142301110430938	0.0783808972670028	Gatsl3	NO
chr11-4260429-4261556	0.36496283262725	0.117021962973946	Lif	YES
chr11-4291456-4292195	0.0901364678255449	0.0268260219562565	Gm11958	NO
chr11-4308265-4309332	0.0590892345758041	0.0552792394185547	Gm11958	NO
chr11-4636795-4638503	0.386631442380642	0.24449541829649	Ascc2	NO
chr11-5243755-5245433	0.12272276658733	0.131173785785352	Kremen1	NO
chr11-5484772-5486271	0.248630244781702	0.218730613677624	Xbp1	NO
chr11-5795402-5796068	0.0508337140942987	0.0947277377286623	Dbnl	NO
chr11-5837155-5838299	0.372464183991365	0.310804875956248	Polm	NO
chr11-6000028-6001546	0.550588371643438	0.187073857750031	Camk2b	NO
chr11-6414934-6416893	0.546905944194001	0.542029023385397	Ppia	NO
chr11-6443216-6445747	0.583406859675837	0.539589735938546	H2afv	NO
chr11-6545775-6547408	0.584468620925759	0.473839593044353	Ccm2	NO
chr11-8539759-8540189	0.242652810366081	0.0204416153572677	Tns3	NO
chr11-12231151-12232937	0.481904084065783	0.15607244353376	Cobl	NO
chr11-20347400-20348224	0.390709486806983	0.0654213529919329	Slc1a4	NO
chr11-20400194-20401326	0.436635680610523	0.167951602466173	Slc1a4	NO
chr11-20460178-20461090	0.2328454987188	0.0544271766680063	Sertad2	NO
chr11-20594337-20594861	0.0553673393666053	0.0375660500584552	Sertad2	NO
chr11-20602886-20604041	0.181824666803556	0.11502409675213	Sertad2	NO
chr11-20631169-20632836	0.58278132876597	0.478887419136398	Sertad2	NO
chr11-20639792-20640643	0.471723105559295	0.121132911922649	Sertad2	NO
chr11-20858686-20860145	0.849378056351507	0.0757604222806892	Gm12037	NO
chr11-20896110-20897015	0.115098053514605	0.0413132686068736	Gm12037	NO
chr11-21090438-21092302	0.523978997699968	0.490989520959819	Peli1	NO
chr11-22001320-22002213	0.664575203877645	0.295571814630684	Otx1	NO
chr11-22004324-22004808	0.49216747117195	0.135335422601984	Ehbp1	NO
chr11-23496546-23498858	0.554666793596895	0.495912888905705	Ahsa2	NO
chr11-24128006-24128508	0.0623758361548213	0.0811130148227496	Bcl11a	NO
chr11-30197225-30198772	0.345779462291532	0.224863654299478	Sptbn1	NO
chr11-32235294-32237284	0.55085536255192	0.210575981430751	Nprl3	NO
chr11-32383122-32384552	0.552246354873988	0.0773164012507908	Sh3pxd2b	NO
chr11-32551594-32552303	0.273594314914058	0.0702713146409067	Stk10	NO
chr11-32552492-32552790	0.0832677870468095	0.0345078556492126	Stk10	NO
chr11-32580319-32581406	0.177538863291604	0.17599632051259	Stk10	NO
chr11-32604686-32605793	0.476430338328644	0.0664234224212725	Stk10	NO
chr11-33070153-33070946	0.422849725231509	0.0547464396780616	Gm12114	NO
chr11-33122273-33123333	0.166336343521173	0.0932554672169028	Fgf18	NO
chr11-34009947-34011167	0.031818584768044	0.0485009236849353	4930469K13Rik	NO
chr11-35294648-35295755	0.474202167565244	0.102748594815756	Slit3	NO
chr11-35768031-35770413	0.534891001178298	0.540182277501545	Pank3	NO
chr11-35933413-35934230	0.356010090480096	0.0876694368350176	Wwc1	NO
chr11-35948291-35948964	0.255774505098909	0.0508801418568085	Wwc1	NO
chr11-35979230-35980955	0.408002550371429	0.304026879141229	Wwc1	NO
chr11-40592007-40592594	0.034806205940639	0.0654944542545075	Mat2b	NO
chr11-43642565-43644229	0.417231600845062	0.181069266791748	Pwwp2a	NO
